# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 10.11.2021 по 10.11.2023, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.07.2022 09:00";"18.7";"757.3";"757.6";"0.2";"85";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"17.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"16.2";"Следы осадков";"12";"Поверхность почвы влажная.";"17.0";"";"";
"25.07.2022 06:00";"18.1";"757.1";"757.5";"-0.1";"89";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"17.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"16.2";"Осадков нет";"12";"";"";"";"";
"25.07.2022 03:00";"17.9";"757.2";"757.6";"0.1";"89";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.1";"";"";"";"";"";"";
"25.07.2022 00:00";"18.5";"757.1";"757.5";"0.1";"83";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.5";"";"";"";"";"";"";
"24.07.2022 21:00";"19.1";"757.0";"757.3";"-0.1";"81";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"22.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"15.8";"Осадков нет";"12";"";"";"";"";
"24.07.2022 18:00";"20.5";"757.1";"757.5";"0.0";"68";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"14.3";"Следы осадков";"12";"";"";"";"";
"24.07.2022 15:00";"22.0";"757.1";"757.4";"-0.2";"63";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.6";"";"";"";"";"";"";
"24.07.2022 12:00";"20.6";"757.3";"757.6";"0.2";"74";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.7";"";"";"";"";"";"";
"24.07.2022 09:00";"19.2";"757.1";"757.5";"-0.2";"84";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"18.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"16.4";"2.0";"12";"Поверхность почвы влажная.";"17.0";"";"";
"24.07.2022 06:00";"18.3";"757.3";"757.6";"-0.4";"88";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"18.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"4.0";"16.3";"3.0";"12";"";"";"";"";
"24.07.2022 03:00";"18.8";"757.7";"758.0";"0.4";"87";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2000-2500";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.6";"";"";"";"";"";"";
"24.07.2022 00:00";"18.5";"757.3";"757.7";"0.0";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"23.07.2022 21:00";"20.3";"757.3";"757.7";"-0.3";"88";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"29.4";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"1500-2000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"18.2";"7.0";"12";"";"";"";"";
"23.07.2022 18:00";"21.0";"757.6";"758.0";"-0.1";"81";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"17.5";"6.0";"12";"";"";"";"";
"23.07.2022 15:00";"23.5";"757.7";"758.1";"-0.1";"68";"Ветер, дующий с запада";"2";"";"12";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"17.2";"";"";"";"";"";"";
"23.07.2022 12:00";"28.5";"757.8";"758.2";"-0.5";"51";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"23.07.2022 09:00";"25.0";"758.3";"758.7";"-1.2";"59";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"19.7";"";"";"";"";"";"";"10.0";"16.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"17.0";"";"";
"23.07.2022 06:00";"21.2";"759.5";"759.9";"-0.5";"71";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"19.7";"";"";"";"";"";"";"10.0";"15.8";"Осадков нет";"12";"";"";"";"";
"23.07.2022 03:00";"20.0";"760.0";"760.3";"-0.3";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"23.07.2022 00:00";"22.0";"760.3";"760.7";"-0.1";"70";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"22.07.2022 21:00";"26.1";"760.4";"760.7";"-0.7";"52";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"29.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.5";"Осадков нет";"12";"";"";"";"";
"22.07.2022 18:00";"29.4";"761.1";"761.5";"-0.7";"39";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.9";"Осадков нет";"12";"";"";"";"";
"22.07.2022 15:00";"28.5";"761.8";"762.1";"-0.6";"42";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.5";"";"";"";"";"";"";
"22.07.2022 12:00";"26.4";"762.4";"762.8";"0.0";"49";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.9";"";"";"";"";"";"";
"22.07.2022 09:00";"23.5";"762.4";"762.8";"0.0";"57";"Ветер, дующий с юго-запада";"1";"";"";"10%  или менее, но не 0";" ";"";"";"15.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"14.0";"";"";
"22.07.2022 06:00";"16.5";"762.4";"762.8";"0.1";"92";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"15.1";"Осадков нет";"12";"";"";"";"";
"22.07.2022 03:00";"16.3";"762.3";"762.7";"0.0";"91";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"22.07.2022 00:00";"18.0";"762.3";"762.7";"0.5";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"21.07.2022 21:00";"21.2";"761.8";"762.2";"0.3";"73";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"28.6";"";"";"";"";"";"10.0";"16.2";"Осадков нет";"12";"";"";"";"";
"21.07.2022 18:00";"28.6";"761.5";"761.8";"-0.1";"39";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.5";"Осадков нет";"12";"";"";"";"";
"21.07.2022 15:00";"24.7";"761.6";"761.9";"0.1";"62";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"16.9";"";"";"";"";"";"";
"21.07.2022 12:00";"23.8";"761.5";"761.9";"0.5";"63";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"21.07.2022 09:00";"22.1";"761.0";"761.4";"0.5";"65";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"18.1";"";"";"";"";"";"";"10.0";"15.1";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"14.0";"";"";
"21.07.2022 06:00";"18.5";"760.5";"760.8";"0.5";"71";"Ветер, дующий с северо-северо-востока";"2";"";"";"10%  или менее, но не 0";" ";"";"";"18.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.2";"Осадков нет";"12";"";"";"";"";
"21.07.2022 03:00";"18.7";"760.0";"760.4";"0.4";"65";"Ветер, дующий с северо-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.0";"";"";"";"";"";"";
"21.07.2022 00:00";"20.3";"759.6";"760.0";"0.5";"57";"Ветер, дующий с севера";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"11.4";"";"";"";"";"";"";
"20.07.2022 21:00";"22.5";"759.1";"759.5";"0.0";"50";"Ветер, дующий с северо-северо-запада";"4";"";"11";"90  или более, но не 100%";" ";"";"";"";"22.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"11.6";"Осадков нет";"12";"";"";"";"";
"20.07.2022 18:00";"22.5";"759.1";"759.5";"0.0";"48";"Ветер, дующий с северо-северо-запада";"5";"11";"11";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.0";"Осадков нет";"12";"";"";"";"";
"20.07.2022 15:00";"20.2";"759.1";"759.5";"0.2";"51";"Ветер, дующий с северо-запада";"3";"";"12";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"10.0";"9.8";"";"";"";"";"";"";
"20.07.2022 12:00";"19.6";"758.9";"759.3";"-0.2";"54";"Ветер, дующий с северо-запада";"4";"";"10";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.0";"";"";"";"";"";"";
"20.07.2022 09:00";"17.1";"759.1";"759.4";"0.5";"67";"Ветер, дующий с северо-запада";"3";"";"";"20–30%.";" ";"";"";"13.5";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"10.9";"Следы осадков";"12";"Поверхность почвы влажная.";"12.0";"";"";
"20.07.2022 06:00";"13.5";"758.6";"759.0";"0.4";"81";"Ветер, дующий с северо-северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"10.3";"Следы осадков";"12";"";"";"";"";
"20.07.2022 03:00";"14.8";"758.2";"758.6";"0.2";"78";"Ветер, дующий с северо-северо-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.0";"";"";"";"";"";"";
"20.07.2022 00:00";"16.9";"758.0";"758.4";"-0.8";"74";"Ветер, дующий с северо-северо-запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.2";"";"";"";"";"";"";
"19.07.2022 21:00";"18.5";"758.8";"759.1";"-0.2";"76";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"22.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.1";"Осадков нет";"12";"";"";"";"";
"19.07.2022 18:00";"21.4";"759.0";"759.4";"-0.8";"56";"Ветер, дующий с западо-юго-запада";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.1";"Осадков нет";"12";"";"";"";"";
"19.07.2022 15:00";"21.7";"759.8";"760.1";"-0.8";"49";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.6";"";"";"";"";"";"";
"19.07.2022 12:00";"20.0";"760.6";"761.0";"-0.1";"64";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.0";"";"";"";"";"";"";
"19.07.2022 09:00";"17.2";"760.7";"761.1";"-0.2";"76";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"12.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.9";"Осадков нет";"12";"Поверхность почвы влажная.";"9.0";"";"";
"19.07.2022 06:00";"14.0";"760.9";"761.2";"-0.1";"91";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";" ";"";"";"12.0";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.6";"Осадков нет";"12";"";"";"";"";
"19.07.2022 03:00";"12.4";"761.0";"761.4";"-0.3";"90";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.8";"";"";"";"";"";"";
"19.07.2022 00:00";"14.8";"761.3";"761.6";"-0.2";"72";"Ветер, дующий с севера";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2000-2500";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.8";"";"";"";"";"";"";
"18.07.2022 21:00";"16.3";"761.5";"761.8";"0.0";"67";"Ветер, дующий с западо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"18.1";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.1";"Осадков нет";"12";"";"";"";"";
"18.07.2022 18:00";"17.7";"761.5";"761.9";"-0.2";"60";"Ветер, дующий с запада";"3";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.8";"Следы осадков";"12";"";"";"";"";
"18.07.2022 15:00";"17.6";"761.7";"762.1";"0.3";"67";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.3";"";"";"";"";"";"";
"18.07.2022 12:00";"16.6";"761.4";"761.8";"0.3";"68";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.6";"";"";"";"";"";"";
"18.07.2022 09:00";"14.9";"761.1";"761.5";"0.3";"80";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.8";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.5";"1.0";"12";"Поверхность почвы влажная.";"11.0";"";"";
"18.07.2022 06:00";"13.6";"760.8";"761.2";"0.0";"86";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.3";"2.0";"12";"";"";"";"";
"18.07.2022 03:00";"13.2";"760.8";"761.2";"0.7";"84";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"10.5";"";"";"";"";"";"";
"18.07.2022 00:00";"14.0";"760.1";"760.5";"0.5";"83";"Ветер, дующий с западо-юго-запада";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.2";"";"";"";"";"";"";
"17.07.2022 21:00";"16.2";"759.6";"760.0";"0.4";"73";"Ветер, дующий с запада";"3";"";"10";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"19.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"11.3";"1.0";"12";"";"";"";"";
"17.07.2022 18:00";"15.6";"759.2";"759.6";"0.1";"84";"Ветер, дующий с юго-запада";"3";"";"10";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"4.0";"12.8";"0.7";"12";"";"";"";"";
"17.07.2022 15:00";"16.1";"759.1";"759.4";"0.3";"69";"Ветер, дующий с юго-запада";"3";"";"10";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.4";"";"";"";"";"";"";
"17.07.2022 12:00";"18.5";"758.8";"759.2";"-0.1";"50";"Ветер, дующий с юго-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"7.9";"";"";"";"";"";"";
